base_salary,num_appraisals,num_benefits,num_raise_requests,completion_rate,past_performance_score,skills,cost_of_training,benefit_to_cost_ratio
5343.6279022031395,3,2,1,0.530258173,2,2,1650.9233050845392,0.038825177
8393.722471738247,3,1,1,0.4072549819909935,0,6,1937.419662787738,0.022151196
9476.933159990822,6,1,1,0.7507840929511272,2,5,1202.6912243350675,0.098964263
8342.736562379941,2,4,1,0.4213296467130685,3,4,1742.814807146282,0.054871565
7768.703435223519,4,1,1,0.8582431087663602,1,1,890.5222410367451,0.018340045
7397.792608821423,3,4,0,0.943188473,4,6,2078.062037353328,0.246566858
5042.956019265145,0,1,1,0.5096089159506765,4,8,2132.568796088962,0.258831724
6560.311583210583,3,2,3,0.865324684,1,4,2287.9456725257755,0.066256001
7078.722458080425,4,4,0,0.5940390893674773,3,9,3093.803986200036,0.175685855
10114.244452437832,2,3,3,0.8238172803310722,1,4,2974.818783152798,0.043390024
8687.236579136923,2,0,1,0.5150671056443014,3,4,875.4384738446743,0.084414094
4473.919689274532,4,4,0,0.7006517077114793,3,4,1328.8255891688295,0.14367286
8648.167939,4,1,2,0.8209618386625424,3,10,3668.9206146177253,0.248454668
7229.835439167367,1,4,1,0.592157491,4,12,1837.3549584377756,0.315335485
6646.155999388083,4,2,0,0.9237493590880766,1,4,2382.645600664231,0.073687716
9223.352577681735,4,2,2,0.46454677617433443,3,6,2640.361245955056,0.084057322
10061.999044991902,2,2,0,0.4317315190683612,4,1,1390.9006235775298,0.017334578
9862.560238232398,1,2,1,0.9711587131576539,2,10,2632.875165069538,0.212733371
6321.564953554723,5,3,0,0.47904928825295706,4,5,1917.9341358114048,0.122965587
7381.575248297571,3,0,1,0.5575196325583945,3,4,2219.1433465808987,0.09101694
8662.526862807128,5,3,2,0.9276186999930915,0,6,1642.836276901187,0.045600546
9951.090254244718,3,2,0,0.5908425889156428,4,7,2817.5298419058336,0.150192906
7041.651524,1,2,1,0.43091603047942556,4,5,1767.1027412945741,0.107634781
7628.682046672366,2,3,1,0.705322237,2,5,3583.1822510559396,0.081938853
5787.330051987943,1,1,0,0.8830177662792476,0,3,1756.4732864356583,0.032932845
5607.5867518386585,3,5,1,0.5133271727363207,4,1,2152.5452920779608,0.024537318
9625.051644788397,3,4,1,0.8813072191142567,1,8,1494.7401495500158,0.105864384
10712.480057141645,7,3,0,0.8944608896946866,3,6,1623.5074025705817,0.155153808
7855.979756839332,1,1,1,0.5489916489115761,1,7,959.6592776137613,0.080771066
10007.065795784049,3,3,0,0.5677778110836763,2,7,3568.6523759305255,0.079089659
8723.272050095267,2,2,1,0.47089511353040153,1,3,2819.7063925208654,0.02217198
6709.760490789751,1,2,1,0.9516079995133303,0,8,2509.002123671184,0.073068792
8722.791211016827,2,6,2,0.6817950678500739,2,7,1433.1060010668887,0.105619689
11076.073132931939,2,0,1,0.7519792531066982,2,3,2562.9607945976963,0.048903799
7928.347921780097,4,4,0,0.49495114342923485,1,5,1163.337725562993,0.044623618
11129.287311628013,4,6,0,0.6407264264299453,3,7,1172.6981123864025,0.11724191
3000,3,4,0,0.6598539993855466,4,3,2093.3780060387808,0.139535916
9643.805008750447,4,3,0,0.8428788486237092,3,5,2309.962238756159,0.125300049
8174.094136476342,4,3,0,0.9521314078922863,0,8,1609.293501591035,0.067506776
7401.985299068265,1,1,0,0.8639868453832671,3,5,2311.1132492731304,0.169191914
8183.521553071005,1,3,4,0.7675602382015058,0,2,1576.2661326520074,0.01272925
4024.8621707982143,3,0,1,0.6475405208114506,4,6,500,0.411148832
7560.656224324976,3,1,4,0.8205358022219613,0,5,2939.5395360877105,0.034767889
8714.225143023494,4,0,1,0.41745484531666066,2,3,1603.3264492968224,0.035722131
10955.788089483032,2,1,1,0.6233006686607637,0,9,780.6166529454827,0.045107136
6963.459563452705,4,2,0,0.7089864155628984,3,2,2024.2962873071513,0.056788446
6383.012794213625,4,1,0,0.6109970919210498,0,5,1209.5391425507792,0.037750582
6996.485912830927,6,1,2,0.4553094568154298,1,5,2304.212280365744,0.044635127
9830.804235404148,3,3,1,0.7513821864129508,4,3,2835.955278668025,0.078450069
8657.502219319369,3,2,1,0.8685306511289461,2,6,2458.1364391487987,0.12694065
6940.479592465923,3,2,1,0.8842983088438965,0,7,3041.921267565467,0.055355627
9026.534866226712,3,2,1,0.5475687521831586,4,4,2130.5165159947433,0.0886245
8194.155098696081,4,3,3,0.5223331279377634,1,7,1585.9534430270598,0.061553847
9937.289981065778,1,2,0,0.809730013,0,5,2070.8247399343527,0.031124034
6595.8938122452955,4,1,1,0.8979186606490149,2,2,1830.1834110120726,0.059034258
7344.6757068044635,4,2,0,0.7754096884021824,1,5,1781.0518156215903,0.07657817
7215.783693735685,4,1,1,0.4910811398422031,2,8,2867.2055988809425,0.109301299
5072.970103735763,2,1,0,0.7306828319003551,4,7,2172.6325428054465,0.330173135
8592.240554129152,4,1,2,0.5738323310501954,0,5,2602.496694538778,0.023722398
8522.110544359779,1,2,2,0.43706749812906465,2,7,1907.5896344176847,0.077587913
8010.2269132849215,1,1,1,0.7224347559060587,2,3,1511.3249948618784,0.06360984
7530.825733249706,3,0,4,0.9664800417296334,3,6,918.2718587972508,0.250786855
5169.2585158991715,6,3,0,0.5455081820864136,1,1,2563.085457508375,0.011817328
7158.709354469282,6,5,1,0.7656732863533899,1,3,1841.8314175063042,0.039263482
7314.570966946461,2,1,2,0.4592819176512864,0,3,2958.5603853474086,0.012331778
6395.445461556762,0,2,1,0.7350498489987023,1,10,2553.268222349895,0.144855766
7677.428576667981,3,1,1,0.48802735150545573,1,8,2591.114353675918,0.071189379
8808.101713629077,2,2,2,0.6387525154285618,0,2,2374.566054,0.010152895
11772.371802421061,2,2,0,0.6917403789445153,0,5,3046.3229944213235,0.021864648
8349.155625663678,3,1,1,0.8810082526999048,4,2,2921.4222968913764,0.073597804
8515.100781445528,5,0,0,0.4261194520722272,0,4,2231.821004545117,0.015860149
7851.108168467666,2,2,3,0.4279672761419016,3,10,2679.159670144847,0.141123768
4162.457569401917,2,3,4,0.7662060644688817,2,4,1513.7701087620585,0.115273449
7946.972249101566,2,6,1,0.4563639342658653,0,6,1189.7068767420835,0.022195467
8120.4604198820525,2,1,0,0.6225395150532478,2,5,1326.9668857976594,0.093874451
12926.484224970573,4,1,2,0.6402200110308618,1,1,2780.7157350218777,0.00771015
7615.278070437755,4,1,1,0.6505043248674323,0,9,1540.0538849384072,0.059404787
8603.094684667225,4,2,2,0.786856056,2,5,1489.9604227141663,0.102695417
7930.576460589514,3,0,0,0.9509063039680392,1,2,1426.1784703831736,0.040651115
5662.643924760936,2,3,0,0.6435398761596538,2,6,1830.0207792307526,0.128812962
10285.645629030041,0,0,1,0.7503194254502461,1,3,532.5684972533613,0.040858859
9503.866065373548,1,1,0,0.6026914124570408,3,7,1488.9041155508537,0.146834569
9582.063894086094,2,1,0,0.5380675922015209,2,10,2558.1627129655535,0.127703626
6181.225090410522,3,2,1,0.48011296376170726,4,3,3120.417330070095,0.068576839
10805.588621872199,2,3,2,0.41866731141586616,4,6,1564.2997039635352,0.088017643
5196.297874415439,4,1,1,0.41902046948052396,4,4,2656.0872932661673,0.097989148
9173.714188,6,4,3,0.9797481023521509,3,4,1222.6386847097344,0.120618221
12380.911251619957,5,0,0,0.43446360117793914,1,10,2622.2879196552867,0.057916128
6018.927349738623,1,4,2,0.5142385341704826,2,4,500,0.069188392
6867.404540794456,2,5,0,0.9526172364255971,4,8,2666.7412008079727,0.316638092
8199.302730175283,4,0,1,0.600316301,4,9,1981.4625145548325,0.260233547
6993.048691767602,1,4,0,0.7788352560787155,0,4,1167.3543723536177,0.030661589
4898.673137867734,2,4,3,0.6484169033810238,0,7,1840.8010652071864,0.048599292
8137.125949612055,2,0,1,0.8692210152547355,1,5,1690.5978395709358,0.086681787
5875.392573,1,3,0,0.725334674,3,4,1336.1322104864948,0.13321841
8947.184861270363,8,1,0,0.6667844598307435,1,4,3030.8558998354397,0.042749305
6161.151531532394,0,0,1,0.9422008946886091,1,7,1373.357100943038,0.170544932
11099.86881003508,2,0,2,0.8653081714657087,3,5,2061.2309813250054,0.127616224
6433.493415327526,3,2,0,0.8515489542567879,2,5,1576.4866330602204,0.14176762
7355.876967588649,2,2,2,0.7825899315418401,0,3,2309.068651246875,0.021218087
9627.034435,3,2,0,0.8975728726696108,2,8,2854.638414411069,0.15978543
5538.271367132089,4,2,3,0.611869353,0,5,1398.5093316114926,0.035837242
8454.919869,1,2,0,0.877302345,1,5,2370.081426687361,0.074190465
10614.285508564855,1,4,1,0.7807830654119312,0,4,3033.6359996061683,0.019706889
4785.033530877545,3,2,2,0.49529593213546225,2,7,2816.378758138084,0.115550918
8369.267717,4,2,0,0.9945728781605095,3,2,2096.832475809989,0.069392234
8519.765588496846,3,1,1,0.6573517406023559,1,6,2557.5439148947644,0.066978123
9563.645743554622,1,1,0,0.42979542846790575,4,6,1272.7538802227248,0.113738606
5526.0985782438365,5,0,0,0.9410616234011453,4,5,902.5484351,0.365964106
5359.086773831447,2,3,0,0.6570152588184501,0,9,1798.9256240106179,0.068296707
9043.883131233795,2,0,0,0.5230773451844372,3,7,1256.200754736328,0.142194625
8593.969346466372,1,1,1,0.8765636555040975,4,7,1233.1298510139613,0.291435726
8500.985700691754,1,1,1,0.4757968919052082,4,3,2294.793612075495,0.06208325
8692.896419,4,4,1,0.992842131,0,5,3099.4340343967733,0.035478083
6639.950556843019,5,6,0,0.4099747905161942,1,8,1576.1535991202604,0.058483735
8464.507394322007,3,1,1,0.9237268933491836,1,6,591.3844881956848,0.113620803
8586.144946597362,4,1,3,0.7926228686725254,3,6,2760.605714177125,0.152834658
6571.297163947264,1,2,1,0.9982488870517396,1,5,2002.7186260984463,0.102132932
11731.549022289513,1,2,0,0.7892153220212754,4,2,2365.103527200635,0.052277505
8947.665841823575,6,4,0,0.5331554810982415,0,5,1242.7494687199087,0.021867814
5617.393005594702,7,1,0,0.8550740357325171,1,6,1916.593740073931,0.127718513
9313.107217,2,2,0,0.6650240765352484,2,8,2731.9272627465975,0.122349833
6050.636659545357,10,2,5,0.8874230274464168,2,7,1830.587183282535,0.188598942
9574.169207484903,7,2,1,0.859801134,2,9,2568.583734095265,0.173986813
10317.191158014808,2,1,1,0.42256975383030015,4,10,500,0.183451741
6358.635363296579,3,3,0,0.9428002802578126,4,4,2476.386060731917,0.182447668
9926.752258488643,1,1,1,0.8665909204876125,3,5,3974.3794103352006,0.118701884
8825.561853872996,1,0,0,0.6785720225625299,1,3,1813.5969511101403,0.038268365
9644.12032,2,3,3,0.4868388802029323,0,6,2104.2026239119455,0.021093047
11793.585965307895,5,3,1,0.8896223985710483,2,5,1588.6603171646839,0.088477112
7509.223767994259,4,3,1,0.6533532621405166,4,5,2765.285514767256,0.136405018
6492.527671285021,3,2,1,0.7142008658480766,2,6,2035.968125096299,0.132143919
6220.971140748953,0,0,1,0.9467431750537941,4,8,3043.035646391754,0.400144757
6368.379430069123,2,5,0,0.529466721,1,12,2304.005326801321,0.113737591
7845.796581171791,2,1,0,0.661890734,1,4,2447.849243736885,0.049057806
8682.303949633288,4,3,1,0.5295025708855977,0,6,1157.9736417062713,0.027529801
8553.381598660038,3,1,1,0.5593437230478555,2,6,1266.1260736207123,0.095709679
9654.366498072048,5,1,1,0.5528474110009667,2,6,2754.250122526607,0.075913834
8026.003783755814,5,2,0,0.999042647,3,5,1424.2120925257755,0.191200385
10907.068154314635,6,0,2,0.8424557748035053,1,5,2002.3739212294593,0.063297603
7470.686333524088,4,3,1,0.9953927477833375,2,3,2581.036659619214,0.07623167
13440.338333179237,1,0,0,0.9075585485671446,3,4,1686.4935442796836,0.095994567
9251.334695530013,3,4,2,0.5806171342964475,4,8,1596.417700516687,0.175310382
6285.684887167435,9,2,4,0.49249930295396493,1,4,3008.620487995674,0.035513665
5858.215003877775,2,2,2,0.5685633368630247,4,7,1863.6647191919833,0.218153685
8964.94483,3,5,0,0.9426366156085999,0,4,2496.6561430844863,0.027006548
7553.0744293482985,1,1,2,0.8013183197629794,4,6,918.8992406236378,0.256504664
9428.000988184183,4,2,1,0.579832808,0,5,1795.735156020522,0.023335686
8946.475249,2,3,2,0.7391826476958371,2,1,2908.5622311155516,0.016121715
7854.342174686254,5,3,1,0.5591334058079085,1,5,1271.272682362906,0.051649113
6306.412564,2,3,0,0.553191813,3,4,1604.6308123679798,0.094049816
4970.305550628271,2,1,1,0.8760416176806437,0,7,2125.034358408901,0.078666118
7106.970095865958,9,1,1,0.5886762770986319,3,3,3337.3459949154535,0.063387607
9712.797588646945,2,3,0,0.6972180028951243,0,4,2521.6573554026927,0.020305662
8428.187488260408,6,1,1,0.785922526,4,1,2960.035686799578,0.032507777
5508.522442576024,2,2,0,0.632213795,0,6,500,0.054123859
8346.361851702364,5,2,1,0.7029972782180518,3,3,2132.441407068912,0.072233149
8770.634759457673,1,1,1,0.7762678809247265,1,3,2735.790080704278,0.038157014
6232.285127597734,3,2,2,0.6815909334340867,2,4,500,0.100575559
8307.450211891055,3,1,3,0.8600331156650787,1,7,3275.7087092089096,0.094932687
8116.417436891999,2,1,2,0.7622427990172056,4,3,3058.521781,0.094689023
5714.059404338754,4,3,1,0.8562341643367445,4,5,2980.518660303693,0.205932881
8715.574720696566,3,2,1,0.7706745106884498,4,2,1263.2470572723064,0.068940585
9121.569053,5,3,0,0.48786102529092923,3,4,2089.544172566252,0.06140907
10166.102486350554,5,5,1,0.7753112166953944,3,3,3010.576031551138,0.058600006
10107.604104069806,6,2,2,0.6651144110264753,2,1,1811.1358817190348,0.014981471
5244.661264085818,1,1,2,0.5649958519421774,2,5,1794.5185725948836,0.106748278
6124.349920169754,3,0,0,0.41583287496624477,0,3,2693.572559435097,0.014147308
9030.070534,3,1,2,0.687415576,0,4,2535.879743427222,0.022057382
9027.571901824418,0,2,1,0.7509756449576482,2,4,1750.966082415196,0.075232117
9030.095372612095,1,1,1,0.4157320978096389,4,4,1669.5959174447862,0.072937431
15000,1,2,2,0.8463827565240636,0,3,500,0.015024546
9141.781021386334,1,4,1,0.7061167406426576,1,4,1793.2174526180372,0.043006735
10271.131280361198,2,3,0,0.7850807440923083,0,5,3165.459662555014,0.026280453
9908.003526986406,2,1,2,0.578608279,2,3,3133.7624405179413,0.037351613
9302.782502611597,3,3,0,0.6465915272075062,3,7,2555.4695140536683,0.135530927
7369.4615107193085,3,0,1,0.5868911907259657,3,8,2228.638878005208,0.191675094
9517.938440986534,1,1,1,0.9302441332103311,4,9,1582.189278028916,0.354750279
6454.349570924856,4,0,1,0.712267427,1,5,2340.6138870741147,0.079185138
7526.362786519982,0,5,3,0.4288037901097237,0,3,1496.8151670457912,0.010611173
7029.272904341793,4,4,1,0.429631473,2,2,1570.1728555604302,0.02386964
8163.748278772645,2,2,0,0.8626815895494284,2,4,2236.726135635732,0.09080481
12629.317133347016,2,3,2,0.6865389158162221,2,3,2161.635241,0.037019159
4265.469614816504,0,2,1,0.43729291483701316,3,1,1386.089001427176,0.025529544
9372.520380749027,5,2,1,0.4364745815341198,2,5,2858.022470854676,0.048747983
4774.568257620696,3,0,0,0.901259794,3,3,1534.1181923636304,0.171432161
7056.136268421133,4,0,1,0.7833865647435221,3,2,2778.5981967644175,0.062453995
10177.901193934733,2,4,2,0.6245728260337519,0,3,2145.150547787771,0.012726427
8128.560038190925,2,1,0,0.425489784,4,5,2594.525903208999,0.094780033
5844.510444141388,1,4,0,0.5201419408486254,4,9,500,0.280500426
6569.392581480064,5,4,0,0.6320272996804163,2,10,1648.0511983760452,0.18557302
9359.195497869352,4,4,2,0.8835257496080173,4,3,1783.5178259722984,0.097859904
6539.266736565727,3,2,1,0.7199884817088416,2,6,2386.7441494150034,0.127985174
8432.917179,3,1,2,0.6384472290229757,1,7,2202.9682573133223,0.077482229
8091.143679807627,4,0,0,0.488814839,0,2,2467.765481494296,0.009258813
6696.799304788366,3,1,1,0.40782587921745894,1,6,1955.7572925712939,0.052326981
12287.888178650652,3,1,1,0.4341564733185387,2,7,1962.6103155272451,0.060983157
9267.838044636022,6,3,1,0.7406082150288535,2,9,1371.6069599889797,0.162052846
3949.7148266847857,4,1,0,0.5412950020625631,2,4,1443.3038529856963,0.110224324
8372.908629538855,6,2,1,0.47410555424134865,0,3,1475.9272750304244,0.012873
6676.427070463224,4,1,1,0.8019553199058479,1,5,2021.5001150030748,0.085333213
9704.866669592448,4,5,1,0.5190338549239855,2,1,500,0.012066003
6414.958523134599,2,1,0,0.8541662502047876,3,2,1305.8672707433184,0.083122185
7770.527117066202,4,0,0,0.6865380105152605,1,6,1139.6630192111807,0.092461059
9009.974557960913,3,0,1,0.6987170582189315,2,4,2033.2780884875665,0.074574547
9731.510388340243,1,4,2,0.7868866292953962,4,7,500,0.218034354
5599.407185888447,2,4,3,0.9730938550257809,2,10,1729.1152647666988,0.29402981
7330.997528318103,2,1,4,0.9516562522383025,4,4,1585.7487020625083,0.186293411
7050.109377678087,8,3,1,0.6003963543353085,0,1,2694.7365450611856,0.005245998
6693.341534852576,1,4,1,0.9991928172400695,1,6,2556.3530351361637,0.104721691
11530.908480562193,5,5,2,0.9700834611963772,1,5,2661.2071335250916,0.056756196
8809.963421921912,4,2,0,0.5674438892736506,3,10,1155.1496534517578,0.20699974
5478.232091,2,2,1,0.6054056798770829,2,7,1984.8415421057412,0.146755295
9835.723894109553,1,2,1,0.714528395,2,8,1397.609423890102,0.137925052
12244.312394025266,6,1,0,0.5914615355767425,0,7,3316.8493439808753,0.025777903
10064.930521102295,1,2,1,0.8210327659625534,1,3,2661.353812917886,0.035373374
4961.260068091973,4,4,0,0.7785716639101397,1,1,2792.381854049532,0.015964737
7031.531854267498,1,2,1,0.4439320288404006,3,9,1879.8959136525905,0.158054366
10533.822298373245,2,0,0,0.8761179978739936,1,5,1118.4458732927374,0.075188623
6584.661068762439,5,0,0,0.5593836142075955,4,3,3429.3260038365434,0.083790344
8887.638856292457,2,2,0,0.5387041005335804,0,3,2408.357126580032,0.013143403
9549.268106858673,2,2,1,0.6503824598426364,1,5,2125.4043427531315,0.050516428
6146.139056843835,3,2,0,0.8162927536341421,2,9,1721.817168530593,0.248534203
7880.9492878763995,5,4,2,0.8641456953490804,1,4,2036.3611362085924,0.05612561
3000,7,3,0,0.5831270566931851,2,5,2326.210584496442,0.128137064
5951.224717331421,6,2,1,0.6427249339036267,4,5,1771.0876193846807,0.180089227
7494.863697213679,4,1,0,0.9348608933320425,4,7,1198.732214713033,0.355901342
5504.433636070301,0,4,0,0.489765718,0,3,807.7668630021026,0.017676392
11264.82260786327,4,1,1,0.9615306166155605,3,3,2646.2712862798053,0.078969908
5139.717244078734,2,0,1,0.9951125441332973,3,4,2119.899898184963,0.213439918
7119.9110266060325,5,2,1,0.44474389568878236,3,11,2234.8276487182634,0.18540233
8261.481154572182,5,2,2,0.7855202481560348,3,2,2008.3473259172147,0.053849652
10882.546578132231,2,0,1,0.9029881923594681,1,6,2229.236705660372,0.081400501
5128.275697641121,1,0,0,0.6372381727838511,4,8,3207.310511,0.305791654
10326.32750430992,3,0,0,0.6001282602517497,3,4,1547.8222566045004,0.080865177
8020.4661220391745,2,2,0,0.4988280173473665,0,6,3433.472872,0.024032301
6036.982697904098,1,2,0,0.5017515378999114,3,7,1195.584560207615,0.170652029
8924.206948526542,0,2,2,0.9931027707898388,1,4,500,0.073398654
8398.119391,4,1,1,0.8493649539389564,0,4,1477.6326289407152,0.032124995
6799.566246,1,4,2,0.6761712170114323,4,6,2342.948811994978,0.175742777
8139.604169980038,3,4,0,0.5031253678101689,3,5,1250.0990877863178,0.088347406
7229.372806276479,3,2,1,0.6136802388041744,0,1,1987.2675813432072,0.005891345
8227.034690502496,7,3,3,0.42311128896082356,1,4,1632.8312209011872,0.028302076
9324.261349042094,3,0,0,0.5183667908379902,3,2,2556.261462655727,0.034905318
11172.033632290704,3,0,0,0.715258388,2,5,2323.646283706654,0.079498594
5524.369002346302,4,0,2,0.6409033020661159,1,5,2255.203189,0.078354135
12266.066749312533,3,2,0,0.6016457028195561,1,5,2521.080454501187,0.038109843
4095.8244009549962,3,1,1,0.40781811492858766,2,5,1438.7755590943996,0.098118111
7696.4298099288335,3,0,1,0.6812662328700456,4,7,3864.9325877926567,0.202734321
9176.634412969153,3,3,0,0.9004756098725586,4,7,1420.269153225906,0.260534823
8561.983735470065,2,2,0,0.5809330016502788,4,3,2083.547328765459,0.074826944
6754.600960358813,1,3,1,0.9905141030445433,4,2,2533.8970674214547,0.090140991
7583.755499285449,1,3,0,0.7950864392698108,2,6,2424.333933798391,0.124360833
7013.998130682335,1,1,1,0.8532467751820751,3,8,1168.722972615839,0.307382124
6821.270486111577,1,0,1,0.9930586833153447,4,9,2750.4572722456064,0.457315654
9699.204194,2,2,1,0.9810458448647862,3,6,2127.719718612931,0.180741827
8714.030971930095,6,2,2,0.692770385,2,3,2308.123628451667,0.050192045
6614.180809478692,5,4,0,0.786778223,2,3,2295.7239194446984,0.064904362
9799.199751,3,0,4,0.9158234727486044,0,6,2483.902783144872,0.042000289
8614.599042,7,0,1,0.9406787744636839,2,4,1874.86179,0.105600698
9625.724238,4,1,1,0.7640338590548128,2,1,1221.9421360268493,0.019849046
9259.257683847225,4,4,1,0.7946700675093538,2,6,1290.3970049336472,0.112191754
6342.009978155856,2,2,0,0.48221213580773314,0,6,1079.5256323054423,0.034355644
6879.637919606061,4,3,0,0.582113365,4,6,1523.7757012656525,0.176337187
9494.587210246524,5,2,2,0.556321527,0,8,1535.6605668297016,0.035804373
9220.740531,2,2,2,0.525466905,0,6,2432.860737872429,0.024152733
7958.196812071704,3,2,1,0.8360562405648178,0,3,2637.542692384475,0.021263344
8234.654766617565,4,1,1,0.8678105242997529,4,2,2896.6878457992934,0.07334844
10555.329791576849,2,2,1,0.6170903139817778,0,8,2131.4644380454465,0.035549764
6816.857222,6,1,2,0.9150188972438185,2,8,2105.9620725318873,0.223565688
9094.194762340076,4,0,0,0.4694746567733763,1,5,2476.953234855165,0.040572868
7595.614695132212,3,0,2,0.41722960221626104,3,5,1346.1957030243693,0.089325213
7564.637594,3,3,1,0.924419872,0,6,2276.8899485581082,0.048057064
10197.55370397438,2,5,1,0.9259618431310391,1,6,2567.3707642489285,0.07184996
9650.832698,2,3,2,0.41619365731093255,0,8,2530.913246016393,0.023644435
9627.019272001276,3,2,2,0.6614232712039076,2,3,3117.0365356729935,0.042087005
10610.957614308658,4,1,0,0.45061505078847885,2,5,1996.541413735557,0.051567624
8042.007683265518,3,2,1,0.8475610076418997,3,7,1884.7860812569584,0.213284336
9363.905942589929,5,2,0,0.9089558968246199,3,2,2394.6866562759637,0.056994117
7379.466486813088,0,1,0,0.756224112,1,3,1662.9280555886262,0.04754933
8648.332704976885,7,1,0,0.4909801798184297,4,2,3163.0614286607392,0.039880145
7739.713891264631,0,2,1,0.9604822853627453,3,7,4352.696239533623,0.202322256
8193.991929985435,6,2,0,0.721885963,3,7,2385.476961526605,0.174557289
9190.314050873827,3,2,2,0.6127305495550526,4,3,2284.695617,0.07138603
6363.558633533055,3,4,0,0.9780432141572718,4,2,1656.481626320486,0.097608711
12184.77455137092,1,3,0,0.6767304801921241,1,4,3441.3459320031593,0.031611618
5987.965237000596,4,2,1,0.7980510347458363,3,7,1607.987933215999,0.254042155
5571.622774424535,5,0,3,0.9399732898132573,2,6,1609.874769694527,0.217432687
10316.221747000136,4,1,0,0.4826438654798603,2,4,2426.9106440289743,0.04373381
9583.325387925872,2,1,3,0.7882822684546194,3,2,2151.887486002239,0.049132478
9248.239634,4,4,0,0.4494291217524898,2,8,4059.9704026175705,0.070460876
9256.691019,4,2,4,0.7592368780255905,2,6,1301.4166825211555,0.110585408
7975.506454306171,2,5,0,0.8248583321382226,0,5,1870.292190207075,0.033406439
6205.491257028337,5,2,3,0.4739441097594509,0,4,2274.2450288406167,0.018807798
8151.609116387453,2,1,0,0.8614297308921721,4,6,2026.9423844483647,0.242007466
6645.676576975777,8,2,1,0.44294570967236646,2,3,4296.0847743914455,0.032833057
9950.239466835503,2,4,1,0.8854957691274619,4,3,1352.0560948505888,0.098371692
7705.885236995723,1,1,1,0.48565736478440896,3,2,1341.9754670629545,0.039857555
6349.005606414977,5,1,1,0.6479821426724248,3,1,952.0099277671736,0.032394995
7357.228316694013,5,3,2,0.8710942340152102,0,3,1583.9986130126242,0.024105046
8825.862909,2,2,0,0.4240196696003551,0,7,2362.0736893221606,0.024353078
6872.550894,4,2,0,0.7645782344282557,0,6,1515.3861514349612,0.048865575
